,Geography,Gender,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7839,France,Female,YES,YES,3626.47,NO
7840,Germany,Female,YES,YES,50881.51,NO
7841,Germany,Female,YES,YES,149170.25,YES
7842,France,Male,NO,NO,182505.68,NO
7843,Germany,Female,YES,NO,194072.56,YES
7844,France,Female,YES,YES,9209.21,NO
7845,France,Male,YES,YES,167931.81,NO
7846,France,Female,YES,YES,123096.56,NO
7847,Spain,Female,YES,YES,3965.69,NO
7848,France,Female,YES,YES,87711.61,NO
7849,Germany,Male,YES,YES,49667.28,NO
7850,France,Female,YES,NO,136675.22,NO
7851,Germany,Male,YES,NO,35865.44,YES
7852,Germany,Male,NO,YES,26136.13,NO
7853,France,Female,YES,NO,33373.26,YES
7854,Spain,Male,NO,YES,10096.25,NO
7855,Germany,Female,YES,YES,188782.3,NO
7856,Germany,Female,NO,NO,79775.19,NO
7857,France,Male,NO,NO,152740.16,NO
7858,France,Male,NO,YES,5791.85,NO
7859,Germany,Female,YES,YES,13182.43,NO
7860,France,Male,NO,YES,187551.24,NO
7861,Spain,Male,YES,YES,110560.14,NO
7862,Germany,Male,YES,YES,63795.62,NO
7863,France,Male,YES,YES,62086.62,NO
7864,Spain,Male,YES,YES,12483.56,NO
7865,Spain,Male,NO,YES,10963.04,NO
7866,France,Female,YES,YES,8247.0,NO
7867,Spain,Female,YES,YES,156260.08,NO
7868,Germany,Female,YES,YES,26927.69,NO
7869,Spain,Female,YES,NO,84782.42,YES
7870,France,Female,YES,NO,19842.11,NO
7871,France,Female,YES,YES,95393.43,NO
7872,Germany,Female,YES,YES,133995.59,NO
7873,France,Male,NO,YES,108003.38,NO
7874,Germany,Male,YES,YES,99154.86,NO
7875,France,Female,YES,NO,49503.5,NO
7876,France,Male,YES,NO,196533.72,YES
7877,Spain,Female,YES,NO,188426.13,YES
7878,France,Female,YES,NO,171340.68,YES
7879,France,Male,YES,NO,79071.89,NO
7880,France,Female,NO,NO,20940.76,NO
7881,Spain,Male,YES,YES,34774.26,NO
7882,Germany,Female,NO,NO,6865.41,YES
7883,France,Female,YES,YES,51143.43,NO
7884,France,Male,NO,NO,47031.4,YES
7885,France,Female,YES,NO,47160.01,NO
7886,France,Female,NO,YES,158666.99,NO
7887,Germany,Female,NO,NO,65464.66,NO
7888,France,Female,YES,NO,78255.86,NO
7889,Germany,Male,YES,YES,103548.25,NO
7890,France,Male,YES,YES,89609.26,NO
7891,Germany,Male,NO,YES,193476.04,NO
7892,Spain,Female,YES,YES,5199.02,NO
7893,France,Male,YES,NO,52827.51,NO
7894,Germany,Male,YES,YES,86507.88,YES
7895,Spain,Male,YES,YES,100423.88,NO
7896,Spain,Male,YES,NO,175611.5,NO
7897,Spain,Male,YES,YES,19282.85,NO
7898,France,Female,NO,YES,27448.33,NO
7899,France,Female,YES,NO,183963.34,NO
7900,Spain,Female,YES,NO,45113.92,YES
7901,Germany,Female,YES,NO,110776.01,NO
7902,France,Female,NO,YES,183042.2,NO
7903,Spain,Male,NO,YES,161571.79,NO
7904,Spain,Male,YES,YES,166692.03,NO
7905,Spain,Male,YES,YES,71173.64,NO
7906,Spain,Male,NO,YES,5353.12,NO
7907,Germany,Female,YES,YES,86019.48,NO
7908,France,Male,NO,YES,86383.82,NO
7909,France,Male,NO,NO,31641.52,YES
7910,Spain,Male,YES,YES,70548.96,NO
7911,Germany,Male,YES,YES,24411.02,NO
7912,France,Male,NO,YES,122254.86,NO
7913,Germany,Male,YES,NO,186035.72,NO
7914,France,Male,NO,YES,73133.82,NO
7915,Spain,Male,YES,NO,187734.49,YES
7916,France,Male,YES,NO,111590.35,NO
7917,Germany,Male,NO,NO,15859.95,NO
7918,France,Male,YES,NO,61324.87,NO
7919,Spain,Male,YES,YES,176868.89,NO
7920,France,Male,NO,YES,98896.06,NO
7921,Spain,Female,YES,YES,108739.15,NO
7922,Spain,Male,YES,NO,12266.06,NO
7923,Spain,Male,YES,YES,163317.5,NO
7924,France,Male,YES,YES,182247.77,NO
7925,Spain,Female,YES,YES,168261.4,NO
7926,Spain,Female,YES,NO,158590.66,YES
7927,Germany,Male,YES,NO,102566.46,YES
7928,France,Male,YES,NO,141827.83,NO
7929,France,Male,NO,NO,161671.15,NO
7930,Spain,Male,NO,NO,192013.23,NO
7931,France,Male,NO,NO,127875.1,NO
7932,France,Male,YES,NO,60811.56,NO
7933,France,Female,NO,YES,131177.22,NO
7934,Spain,Male,YES,YES,130862.11,NO
7935,Spain,Male,NO,YES,72970.93,NO
7936,France,Male,YES,NO,28123.99,NO
7937,France,Male,YES,NO,140754.19,YES
7938,France,Male,NO,NO,166650.32,NO
7939,France,Male,YES,NO,45507.24,NO
7940,Spain,Female,NO,NO,112202.64,NO
7941,Germany,Male,YES,YES,37140.2,NO
7942,France,Female,YES,YES,178256.58,YES
7943,France,Male,YES,NO,100982.93,YES
7944,France,Female,NO,YES,109626.13,YES
7945,France,Female,YES,YES,99251.24,NO
7946,France,Female,YES,NO,143345.69,NO
7947,Spain,Female,YES,NO,59653.03,NO
7948,France,Male,NO,YES,196864.61,NO
7949,France,Male,NO,NO,109960.4,YES
7950,Germany,Female,YES,YES,127256.7,NO
7951,France,Female,YES,NO,1099.95,NO
7952,Germany,Female,YES,YES,146192.4,NO
7953,Germany,Male,YES,NO,48553.77,NO
7954,France,Male,NO,NO,144407.1,NO
7955,Germany,Male,YES,YES,195760.53,NO
7956,France,Male,YES,YES,44827.47,NO
7957,Germany,Female,YES,YES,88743.99,NO
7958,France,Male,YES,YES,88837.11,NO
7959,France,Female,YES,NO,62112.7,NO
7960,France,Male,NO,NO,163563.07,NO
7961,France,Female,YES,YES,174800.31,NO
7962,Germany,Female,NO,YES,42429.88,YES
7963,France,Male,YES,YES,82647.65,NO
7964,Germany,Female,NO,NO,134175.15,NO
7965,France,Female,YES,NO,92243.94,YES
7966,Spain,Female,YES,YES,6175.53,NO
7967,France,Male,NO,NO,29213.63,NO
7968,Spain,Male,NO,YES,67214.02,NO
7969,Germany,Male,YES,NO,169037.84,YES
7970,France,Male,YES,YES,188809.23,NO
7971,Spain,Male,NO,YES,79408.17,NO
7972,Germany,Male,YES,YES,89222.66,NO
7973,Germany,Male,YES,NO,86079.67,NO
7974,Germany,Male,YES,YES,12944.17,YES
7975,Germany,Male,YES,YES,166516.84,NO
7976,France,Male,NO,NO,126419.8,NO
7977,Spain,Male,NO,YES,89103.05,NO
7978,Germany,Female,YES,NO,132973.17,NO
7979,France,Female,YES,NO,93122.41,NO
7980,Spain,Male,NO,NO,167522.19,NO
7981,Germany,Male,NO,NO,157239.6,NO
7982,Germany,Male,NO,YES,107429.71,NO
7983,France,Female,YES,NO,75304.09,NO
7984,France,Male,YES,NO,182944.47,NO
7985,Germany,Female,YES,YES,5983.7,NO
7986,Spain,Male,NO,NO,163655.01,NO
7987,France,Male,YES,NO,89385.92,NO
7988,France,Male,NO,YES,168773.54,NO
7989,France,Male,NO,NO,96864.36,NO
7990,Spain,Male,NO,NO,134455.84,NO
7991,Spain,Female,YES,NO,28368.37,NO
7992,France,Female,YES,NO,103898.59,NO
7993,France,Female,YES,NO,63239.65,NO
7994,Germany,Female,YES,YES,170138.68,YES
7995,France,Female,NO,YES,3837.08,NO
7996,France,Female,YES,YES,92977.75,NO
7997,Germany,Male,YES,NO,191368.37,NO
7998,Germany,Male,YES,NO,104889.2,YES
7999,France,Male,NO,NO,60285.3,NO
8000,Germany,Male,YES,YES,180693.61,NO
8001,Spain,Male,YES,NO,126475.79,NO
8002,Spain,Male,NO,NO,133535.99,NO
8003,Spain,Male,YES,YES,87412.24,YES
8004,France,Male,YES,YES,164886.64,NO
8005,France,Female,YES,NO,116238.39,NO
8006,Germany,Male,YES,YES,138051.19,NO
8007,France,Male,YES,YES,101617.64,YES
8008,Germany,Female,YES,NO,1985.41,NO
8009,France,Male,NO,NO,165626.6,NO
8010,Germany,Male,YES,NO,177784.68,YES
8011,France,Female,YES,YES,65765.22,NO
8012,France,Female,YES,YES,50759.8,NO
8013,France,Male,YES,NO,163216.48,NO
8014,Spain,Female,YES,YES,74850.93,NO
8015,Germany,Female,YES,YES,23491.09,NO
8016,Spain,Male,YES,NO,134272.57,NO
8017,Germany,Male,YES,NO,155721.15,NO
8018,Germany,Male,YES,NO,147230.77,YES
8019,France,Female,YES,YES,133210.44,NO
8020,France,Female,YES,YES,18986.12,NO
8021,France,Female,YES,YES,100507.81,NO
8022,France,Female,YES,NO,59346.4,YES
8023,France,Male,YES,YES,95372.64,NO
8024,France,Male,YES,YES,31805.49,NO
8025,France,Male,YES,YES,51959.82,NO
8026,France,Female,NO,YES,130824.57,NO
8027,Spain,Male,NO,NO,157694.76,YES
8028,Spain,Male,YES,YES,933.38,NO
8029,Spain,Male,NO,YES,2560.11,NO
8030,Spain,Male,YES,YES,12905.89,YES
8031,Spain,Female,YES,NO,176692.87,NO
8032,France,Male,YES,YES,102908.63,NO
8033,Spain,Male,NO,YES,41291.05,NO
8034,Spain,Male,YES,NO,119127.06,NO
8035,France,Female,NO,YES,126434.61,NO
8036,Spain,Male,NO,NO,103901.35,NO
8037,France,Male,YES,YES,85153.0,NO
8038,Germany,Female,YES,NO,12493.61,NO
8039,France,Female,YES,YES,167336.78,NO
8040,Spain,Female,NO,YES,186180.42,NO
8041,Spain,Female,YES,NO,88566.9,YES
8042,France,Male,NO,NO,172526.9,YES
8043,Spain,Male,NO,NO,137985.69,NO
8044,France,Male,YES,NO,19793.73,YES
8045,Spain,Female,YES,YES,107874.39,NO
8046,France,Female,NO,NO,171995.34,NO
8047,Germany,Male,YES,NO,61829.89,NO
8048,Spain,Male,YES,YES,31728.35,NO
8049,France,Female,NO,NO,155221.05,YES
8050,France,Male,NO,NO,130866.95,NO
8051,Germany,Female,YES,YES,62199.78,YES
8052,France,Female,YES,NO,24255.21,NO
8053,Germany,Male,YES,NO,64679.07,NO
8054,Germany,Female,YES,NO,88120.78,YES
8055,Spain,Male,YES,YES,66463.62,NO
8056,Germany,Female,YES,NO,15142.1,YES
8057,Germany,Female,YES,NO,102908.91,NO
8058,France,Female,NO,NO,48170.57,NO
8059,France,Female,YES,YES,11597.69,NO
8060,Spain,Female,YES,NO,172450.04,YES
8061,Spain,Male,NO,YES,184061.17,NO
8062,Germany,Female,YES,YES,21038.58,YES
8063,Germany,Male,YES,NO,109538.35,NO
8064,Spain,Male,YES,NO,129192.55,NO
8065,Germany,Male,YES,NO,146516.86,YES
8066,Germany,Male,YES,NO,181430.91,NO
8067,France,Female,NO,NO,121451.21,NO
8068,Germany,Male,NO,YES,131712.51,NO
8069,Germany,Male,YES,NO,53294.17,NO
8070,Germany,Male,NO,NO,96546.55,NO
8071,France,Male,YES,YES,184524.65,YES
8072,Germany,Male,YES,NO,195259.31,YES
8073,Germany,Female,YES,YES,172618.52,NO
8074,Germany,Female,YES,YES,59259.44,NO
8075,France,Male,NO,NO,25899.21,YES
8076,France,Female,NO,NO,3749.0,YES
8077,France,Male,YES,YES,101918.96,NO
8078,France,Female,YES,YES,57802.62,NO
8079,France,Male,NO,NO,142454.77,NO
8080,France,Male,YES,NO,143829.54,NO
8081,Germany,Male,NO,YES,44114.88,NO
8082,Spain,Male,YES,YES,186948.35,NO
8083,Germany,Male,NO,YES,173629.78,NO
8084,Germany,Male,YES,YES,49133.45,NO
8085,France,Male,NO,NO,178122.71,NO
8086,France,Male,NO,NO,20893.61,NO
8087,Spain,Male,YES,NO,41303.29,NO
8088,Germany,Female,YES,YES,199808.1,YES
8089,Germany,Male,NO,YES,180490.53,NO
8090,France,Female,YES,YES,87400.53,NO
8091,France,Male,YES,YES,73686.75,NO
8092,France,Male,YES,YES,172497.73,NO
8093,France,Male,YES,NO,89286.29,NO
8094,Spain,Male,NO,YES,180082.7,NO
8095,Germany,Female,YES,NO,22102.25,YES
8096,France,Female,NO,YES,76068.95,NO
8097,France,Female,YES,NO,32159.46,YES
8098,France,Female,NO,NO,159557.28,YES
8099,France,Male,YES,YES,107673.35,NO
8100,France,Male,NO,YES,33607.72,NO
8101,Germany,Female,YES,NO,141035.65,YES
8102,Germany,Female,NO,YES,115719.08,NO
8103,Germany,Male,YES,NO,86128.21,YES
8104,France,Female,YES,NO,147668.64,NO
8105,Spain,Male,YES,NO,177480.45,YES
8106,Spain,Female,YES,YES,190937.09,NO
8107,France,Male,YES,NO,84531.79,NO
8108,Germany,Male,YES,YES,161133.4,NO
8109,France,Female,YES,NO,185555.63,NO
8110,Germany,Female,YES,NO,33075.24,NO
8111,France,Female,YES,NO,39806.75,NO
8112,France,Female,NO,YES,26389.92,NO
8113,Spain,Male,YES,YES,12162.76,NO
8114,Germany,Female,YES,YES,167237.94,NO
8115,France,Female,YES,YES,52067.37,NO
8116,Germany,Female,YES,NO,184006.36,YES
8117,Spain,Female,YES,NO,582.59,YES
8118,Spain,Male,YES,NO,143274.41,NO
8119,France,Male,YES,YES,54474.48,YES
8120,France,Male,YES,YES,121428.2,NO
8121,France,Male,YES,YES,79704.12,NO
8122,France,Female,YES,YES,41055.71,YES
8123,France,Male,NO,NO,41590.4,NO
8124,Germany,Female,NO,NO,54019.93,YES
8125,Germany,Female,YES,NO,76053.07,NO
8126,Germany,Male,YES,YES,184977.2,YES
8127,Germany,Male,YES,NO,127678.95,YES
8128,Spain,Male,YES,YES,1243.97,NO
8129,Spain,Male,YES,YES,76326.67,NO
8130,France,Male,YES,YES,145338.61,NO
8131,Germany,Male,YES,YES,57751.21,NO
8132,Spain,Female,NO,NO,138880.24,NO
8133,France,Female,YES,YES,136120.29,NO
8134,France,Male,YES,YES,167621.18,NO
8135,Germany,Female,YES,NO,173276.62,NO
8136,France,Female,YES,YES,99661.46,NO
8137,France,Male,NO,NO,66333.56,YES
8138,Germany,Female,YES,YES,70240.79,NO
8139,France,Male,YES,YES,113553.42,NO
8140,France,Female,NO,YES,690.84,NO
8141,Spain,Male,YES,NO,98802.76,NO
8142,France,Male,NO,YES,130661.95,NO
8143,France,Male,NO,YES,116378.82,NO
8144,France,Male,NO,YES,186052.15,NO
8145,France,Female,NO,NO,100101.06,NO
8146,France,Male,YES,YES,169952.82,NO
8147,Germany,Female,YES,NO,61792.76,YES
8148,Spain,Male,YES,YES,37973.13,NO
8149,Germany,Female,YES,NO,188974.81,NO
8150,Germany,Male,NO,YES,86334.64,NO
8151,Spain,Male,YES,YES,152845.99,NO
8152,Spain,Female,YES,YES,146652.11,NO
8153,Spain,Female,YES,NO,45482.04,YES
8154,Spain,Male,YES,NO,168816.73,YES
8155,Spain,Male,YES,YES,59297.34,NO
8156,Germany,Male,YES,NO,125848.88,NO
8157,Spain,Female,NO,NO,76264.27,NO
8158,France,Female,YES,NO,3939.87,NO
8159,Spain,Female,YES,YES,15306.29,NO
8160,Germany,Female,YES,NO,58214.79,NO
8161,France,Male,NO,YES,35877.03,NO
8162,France,Male,YES,NO,21254.06,NO
8163,Germany,Male,YES,YES,24533.89,YES
8164,Spain,Male,YES,NO,23531.5,NO
8165,Spain,Male,YES,NO,89099.18,NO
8166,Spain,Male,YES,YES,807.06,NO
8167,Germany,Female,YES,YES,121592.5,NO
8168,Spain,Female,YES,YES,4700.66,NO
8169,France,Male,YES,NO,161909.95,NO
8170,Germany,Male,NO,YES,90389.61,YES
8171,Spain,Female,YES,NO,2919.21,YES
8172,Spain,Male,YES,YES,99086.74,NO
8173,Germany,Male,YES,NO,163170.32,NO
8174,Spain,Male,YES,YES,72757.33,NO
8175,France,Female,YES,NO,73286.8,NO
8176,France,Male,NO,YES,146056.29,NO
8177,Germany,Female,NO,NO,167673.37,NO
8178,France,Female,YES,YES,146011.55,NO
8179,France,Female,NO,YES,103381.47,NO
8180,France,Male,YES,YES,83022.92,NO
8181,France,Male,NO,YES,46041.08,NO
8182,Spain,Male,NO,YES,182843.24,NO
8183,Spain,Female,YES,YES,171364.18,NO
8184,France,Female,YES,NO,183399.12,YES
8185,Germany,Female,NO,YES,152883.95,NO
8186,France,Female,YES,NO,50560.45,YES
8187,Spain,Female,YES,NO,54702.66,NO
8188,Germany,Female,YES,NO,78365.75,NO
8189,France,Male,YES,NO,68666.63,NO
8190,France,Male,YES,NO,151375.73,NO
8191,France,Female,YES,YES,19959.67,NO
8192,France,Male,YES,NO,26955.72,NO
8193,France,Female,YES,YES,76267.59,NO
8194,France,Male,YES,NO,100998.5,NO
8195,Germany,Female,NO,YES,191070.01,NO
8196,France,Male,NO,NO,176858.5,NO
8197,France,Male,YES,YES,45325.26,NO
8198,Spain,Female,YES,NO,190958.48,YES
8199,France,Male,NO,YES,78896.59,NO
8200,Spain,Male,YES,NO,121964.46,YES
8201,Spain,Female,NO,YES,11144.4,NO
8202,Spain,Female,YES,NO,144181.48,NO
8203,Spain,Male,YES,YES,32757.55,NO
8204,France,Female,YES,NO,80320.3,NO
8205,Germany,Female,YES,NO,185830.72,NO
8206,France,Male,YES,YES,160095.31,NO
8207,Spain,Male,YES,YES,52198.84,NO
8208,France,Female,YES,NO,31811.44,NO
8209,Germany,Male,YES,YES,104181.78,NO
8210,Spain,Male,YES,YES,67667.19,NO
8211,Germany,Male,YES,YES,193974.47,NO
8212,France,Male,YES,NO,198055.94,YES
8213,Spain,Male,NO,YES,43249.67,NO
8214,Germany,Female,YES,NO,55218.02,NO
8215,France,Female,YES,NO,131305.37,YES
8216,Germany,Male,YES,YES,43117.1,NO
8217,Germany,Male,NO,YES,186655.11,NO
8218,France,Female,NO,YES,33266.29,NO
8219,France,Female,YES,YES,555.28,NO
8220,France,Male,YES,NO,150944.31,YES
8221,Germany,Male,YES,NO,72846.58,YES
8222,Germany,Male,YES,YES,35279.74,NO
8223,France,Male,YES,YES,2101.89,NO
8224,France,Male,NO,NO,94949.84,NO
8225,Spain,Female,YES,NO,99061.75,YES
8226,Spain,Female,YES,NO,74692.06,NO
8227,France,Female,YES,NO,116692.8,NO
8228,France,Female,YES,NO,32824.15,NO
8229,Germany,Female,YES,NO,139607.61,NO
8230,Germany,Male,YES,YES,115525.13,NO
8231,Germany,Male,YES,NO,20955.03,YES
8232,Spain,Male,YES,NO,52341.15,NO
8233,Spain,Female,YES,YES,159813.18,NO
8234,Germany,Male,YES,NO,169935.46,YES
8235,Spain,Male,YES,YES,146033.52,NO
8236,Spain,Male,NO,YES,153122.73,NO
8237,France,Male,YES,YES,60335.24,NO
8238,Spain,Female,YES,YES,163757.29,NO
8239,Spain,Male,NO,NO,156648.81,NO
8240,Germany,Male,YES,YES,176471.78,YES
8241,France,Male,YES,NO,5388.3,NO
8242,France,Female,NO,YES,93332.64,YES
8243,France,Male,NO,YES,71192.82,NO
8244,Spain,Female,YES,YES,170309.19,NO
8245,Spain,Male,YES,YES,109794.31,NO
8246,France,Male,YES,YES,166310.82,NO
8247,Germany,Female,YES,YES,126728.27,NO
8248,Germany,Male,NO,NO,30338.94,NO
8249,France,Female,YES,YES,37935.83,NO
8250,France,Female,NO,NO,25329.48,NO
8251,Germany,Female,NO,NO,49676.33,NO
8252,France,Male,YES,YES,169498.61,NO
8253,France,Male,YES,YES,26500.29,YES
8254,Germany,Male,YES,YES,166458.41,NO
8255,France,Female,YES,NO,181294.39,NO
8256,Spain,Male,YES,YES,21768.21,NO
8257,France,Male,NO,NO,72849.29,NO
8258,France,Male,YES,NO,24499.97,NO
8259,Spain,Male,NO,NO,98994.92,NO
8260,Germany,Female,NO,YES,141446.01,NO
8261,France,Male,YES,YES,77864.41,NO
8262,France,Female,YES,NO,115115.32,NO
8263,Spain,Male,NO,YES,168605.96,NO
8264,France,Male,NO,NO,38550.4,NO
8265,Germany,Female,YES,NO,160618.61,YES
8266,France,Female,YES,NO,3701.63,NO
8267,France,Male,YES,NO,88659.44,NO
8268,Germany,Female,NO,YES,44273.91,NO
8269,France,Female,NO,YES,156495.39,YES
8270,Spain,Male,YES,NO,182988.94,NO
8271,France,Male,YES,YES,175082.2,NO
8272,Germany,Male,YES,NO,148811.14,NO
8273,France,Male,YES,NO,85901.09,NO
8274,Germany,Female,YES,NO,199255.32,NO
8275,Spain,Female,NO,NO,107973.44,NO
8276,Spain,Male,NO,YES,128028.6,NO
8277,Germany,Female,YES,NO,104610.86,NO
8278,France,Female,YES,YES,69676.55,NO
8279,France,Female,NO,NO,35982.42,NO
8280,Spain,Male,NO,YES,117939.17,NO
8281,Spain,Male,YES,YES,95140.62,NO
8282,France,Female,YES,NO,167682.57,NO
8283,France,Male,YES,YES,56562.57,NO
8284,France,Female,YES,NO,90305.97,NO
8285,France,Male,NO,YES,109895.16,NO
8286,Spain,Male,YES,NO,1843.24,NO
8287,France,Female,YES,YES,102747.02,NO
8288,France,Female,YES,NO,97465.89,NO
8289,France,Male,NO,YES,105352.55,NO
8290,France,Male,YES,NO,85801.77,NO
8291,Spain,Male,YES,YES,69370.05,NO
8292,Germany,Female,YES,NO,176945.96,NO
8293,Germany,Female,NO,YES,21597.2,NO
8294,Spain,Female,YES,NO,152039.67,NO
8295,France,Male,YES,YES,111893.09,NO
8296,France,Female,YES,NO,195074.62,NO
8297,France,Female,NO,NO,15959.01,NO
8298,Germany,Female,NO,NO,72628.84,YES
8299,Germany,Female,NO,YES,64157.24,YES
8300,Germany,Male,YES,YES,23860.5,NO
8301,Germany,Male,YES,YES,85687.09,YES
8302,France,Female,YES,NO,179451.42,NO
8303,France,Male,YES,YES,93180.09,NO
8304,France,Male,YES,NO,157097.09,NO
8305,France,Male,YES,YES,80344.96,YES
8306,France,Female,YES,NO,26080.54,YES
8307,France,Male,YES,YES,31406.93,NO
8308,France,Male,YES,YES,32044.64,NO
8309,France,Female,YES,NO,132734.87,NO
8310,Spain,Male,YES,NO,61602.42,NO
8311,Germany,Male,YES,YES,41304.44,YES
8312,France,Male,YES,NO,57962.41,NO
8313,France,Male,YES,NO,42862.82,NO
8314,France,Male,YES,YES,152992.04,NO
8315,France,Female,YES,YES,91193.65,NO
8316,France,Male,YES,YES,130132.41,NO
8317,France,Female,NO,NO,88751.45,NO
8318,France,Female,NO,NO,104118.93,NO
8319,Spain,Female,NO,NO,42028.16,NO
8320,Germany,Male,YES,NO,75632.78,NO
8321,France,Male,YES,YES,53710.23,NO
8322,France,Female,NO,YES,13066.3,NO
8323,Spain,Female,YES,NO,152417.97,NO
8324,France,Male,YES,YES,3299.01,NO
8325,France,Male,YES,NO,198091.81,NO
8326,France,Female,YES,YES,103934.12,NO
8327,France,Female,YES,YES,70403.65,NO
8328,Spain,Male,YES,NO,102179.86,NO
8329,France,Male,YES,NO,30375.18,NO
8330,Spain,Female,YES,NO,184796.84,NO
8331,Spain,Male,NO,YES,166264.89,NO
8332,Germany,Male,NO,YES,88391.97,NO
8333,France,Male,YES,YES,115186.97,NO
8334,France,Female,YES,YES,13935.53,YES
8335,France,Male,YES,NO,83910.4,NO
8336,Germany,Female,NO,NO,34712.34,YES
8337,France,Male,YES,NO,13871.34,NO
8338,Spain,Female,YES,YES,139494.75,NO
8339,France,Female,NO,YES,140724.64,NO
8340,Germany,Female,YES,NO,20682.46,NO
8341,Spain,Female,YES,NO,124202.26,NO
8342,France,Female,YES,NO,159638.77,NO
8343,Germany,Female,YES,NO,171056.65,YES
8344,Germany,Male,NO,YES,25333.03,YES
8345,Spain,Female,YES,YES,29372.62,NO
8346,Spain,Male,NO,YES,38533.79,NO
8347,Spain,Female,YES,NO,156122.13,YES
8348,Germany,Female,YES,YES,57904.22,YES
8349,Germany,Male,YES,YES,31257.1,YES
8350,France,Male,YES,NO,193214.05,NO
8351,France,Female,YES,YES,137757.69,NO
8352,Germany,Female,YES,NO,13308.2,YES
8353,Spain,Female,YES,YES,132861.9,YES
8354,Germany,Female,YES,NO,125083.29,NO
8355,Spain,Male,YES,YES,12405.2,NO
8356,Spain,Female,YES,NO,37697.29,NO
8357,France,Male,YES,YES,105599.65,NO
8358,Spain,Female,YES,NO,142783.98,YES
8359,Spain,Female,NO,YES,168412.07,YES
8360,Germany,Male,NO,YES,184036.47,NO
8361,France,Female,NO,NO,48478.47,NO
8362,France,Male,NO,YES,3896.08,NO
8363,Germany,Male,YES,NO,132370.75,YES
8364,Spain,Female,YES,YES,128260.86,YES
8365,France,Male,YES,NO,106534.15,NO
8366,France,Male,NO,YES,102515.42,NO
8367,France,Male,YES,YES,83643.87,NO
8368,Germany,Female,YES,NO,138906.85,YES
8369,Germany,Male,YES,YES,29995.83,YES
8370,France,Male,YES,NO,164081.42,NO
8371,Germany,Female,NO,NO,187976.88,YES
8372,Germany,Male,NO,NO,158171.36,NO
8373,Spain,Male,NO,NO,155711.64,NO
8374,Spain,Female,YES,NO,85890.75,YES
8375,Germany,Female,YES,YES,83844.79,NO
8376,France,Male,YES,NO,41777.9,YES
8377,Spain,Male,YES,YES,81908.09,NO
8378,Germany,Female,YES,YES,139377.24,YES
8379,Spain,Male,NO,YES,73562.05,YES
8380,Germany,Male,YES,YES,165786.1,NO
8381,Germany,Male,YES,NO,174921.91,NO
8382,Spain,Male,YES,YES,120790.02,NO
8383,France,Female,YES,NO,56092.51,NO
8384,France,Male,YES,YES,158816.03,NO
8385,France,Female,NO,YES,125660.99,NO
8386,France,Male,YES,NO,128400.62,NO
8387,France,Male,YES,NO,107181.22,NO
8388,France,Female,YES,NO,77203.72,YES
8389,Spain,Male,YES,NO,129740.11,NO
8390,France,Female,NO,YES,187604.97,YES
8391,Germany,Male,YES,YES,184754.26,NO
8392,Germany,Male,YES,NO,63981.37,YES
8393,Germany,Male,YES,NO,192831.67,YES
8394,France,Male,YES,YES,70849.47,NO
8395,France,Female,YES,NO,27914.95,NO
8396,France,Female,YES,NO,173568.3,YES
8397,Germany,Male,NO,YES,9324.31,YES
8398,Germany,Female,YES,NO,26628.88,YES
8399,France,Female,NO,YES,145601.8,NO
8400,France,Male,YES,NO,144496.07,NO
8401,Spain,Male,YES,YES,11779.98,YES
8402,Germany,Male,NO,NO,83983.39,YES
8403,France,Female,NO,YES,123318.37,NO
8404,Germany,Female,YES,YES,65481.86,NO
8405,France,Male,YES,NO,47728.0,NO
8406,Spain,Male,NO,YES,59195.05,NO
8407,France,Male,NO,NO,98060.51,NO
8408,Germany,Male,YES,NO,90106.94,NO
8409,Spain,Male,YES,YES,13549.34,NO
8410,France,Female,YES,NO,113436.08,NO
8411,Spain,Female,YES,YES,42442.21,NO
8412,France,Male,YES,NO,68297.61,YES
8413,Spain,Male,NO,NO,80134.65,NO
8414,Germany,Female,YES,YES,96051.1,NO
8415,Spain,Male,NO,YES,80682.35,NO
8416,Germany,Male,NO,YES,111149.98,NO
8417,France,Female,YES,NO,182612.38,NO
8418,Germany,Female,YES,NO,109201.43,NO
8419,Germany,Female,NO,YES,151146.67,NO
8420,Spain,Male,YES,YES,93901.61,NO
8421,France,Male,YES,NO,36342.79,NO
8422,Spain,Female,NO,NO,98302.57,YES
8423,Spain,Male,NO,NO,84972.9,YES
8424,France,Male,YES,YES,108747.12,YES
8425,France,Male,YES,YES,21862.19,NO
8426,France,Male,NO,NO,121551.93,NO
8427,France,Female,YES,NO,177065.24,YES
8428,Germany,Female,YES,YES,140460.01,NO
